Job Result,Job Creation Time,Job Completion Time,Product Name,Component Being updated,Customer ID
FAILURE,9/26/2019 19:45,9/26/2019 19:48,Product 1,"Component 1,Component 2,Component 3,Component 4",77806
FAILURE,9/26/2019 19:45,9/26/2019 19:48,Product 1,"Component 1,Component 2,Component 3,Component 4",52402
SUCCESS,9/26/2019 19:30,9/26/2019 19:58,Product 4 ,"Component 1,Component 3,Component 4,console",92370
CANCELLED,9/26/2019 19:23,9/26/2019 19:29,Product 4 ,"Component 1,Component 3,Component 4,console",92370
SUCCESS,9/26/2019 16:00,9/26/2019 16:09,Product 4 ,"Component 1,Component 3,Component 4,console",18220
FAILURE,9/26/2019 15:02,9/26/2019 15:26,Product 4 ,"Component 1,Component 3,Component 4,console",18220
SUCCESS,9/26/2019 1:53,9/26/2019 2:17,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
SUCCESS,9/26/2019 1:41,9/26/2019 2:15,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
SUCCESS,9/26/2019 1:35,9/26/2019 2:14,Product 2,"Component 1,Component 2,Component 3,Component 4",56907
SUCCESS,9/26/2019 1:33,9/26/2019 1:41,Product 2,"Component 1,Component 2,Component 3,Component 4",26324
SUCCESS,9/26/2019 1:32,9/26/2019 1:41,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
SUCCESS,9/26/2019 1:32,9/26/2019 1:39,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/26/2019 1:31,9/26/2019 1:51,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
SUCCESS,9/26/2019 1:31,9/26/2019 1:39,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/26/2019 1:31,9/26/2019 1:39,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/26/2019 1:30,9/26/2019 1:39,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
SUCCESS,9/26/2019 1:30,9/26/2019 1:39,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/26/2019 1:30,9/26/2019 1:38,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/26/2019 1:29,9/26/2019 1:38,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/26/2019 1:29,9/26/2019 1:37,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/26/2019 1:29,9/26/2019 1:38,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
SUCCESS,9/26/2019 1:29,9/26/2019 1:37,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
SUCCESS,9/26/2019 1:29,9/26/2019 1:36,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/26/2019 1:28,9/26/2019 1:36,Product 2,"Component 1,Component 2,Component 3,Component 4",26324
SUCCESS,9/26/2019 1:27,9/26/2019 1:34,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
SUCCESS,9/26/2019 1:27,9/26/2019 1:34,Product 2,"Component 1,Component 2,Component 3,Component 4",84085
SUCCESS,9/26/2019 1:27,9/26/2019 1:34,Product 2,"Component 1,Component 2,Component 3,Component 4",1811
SUCCESS,9/26/2019 1:27,9/26/2019 1:35,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
SUCCESS,9/26/2019 1:26,9/26/2019 1:34,Product 2,"Component 1,Component 2,Component 3,Component 4",31540
SUCCESS,9/26/2019 1:26,9/26/2019 1:33,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
SUCCESS,9/26/2019 1:23,9/26/2019 1:30,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
SUCCESS,9/26/2019 1:18,9/26/2019 1:28,Product 2,"Component 1,Component 2,Component 3,Component 4",70809
SUCCESS,9/26/2019 1:18,9/26/2019 1:26,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
SUCCESS,9/26/2019 1:17,9/26/2019 1:25,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
SUCCESS,9/26/2019 1:08,9/26/2019 1:17,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
SUCCESS,9/26/2019 1:07,9/26/2019 1:15,Product 2,"Component 1,Component 2,Component 3,Component 4",31540
SUCCESS,9/26/2019 1:07,9/26/2019 1:16,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
SUCCESS,9/26/2019 1:07,9/26/2019 1:14,Product 2,"Component 1,Component 2,Component 3,Component 4",61301
SUCCESS,9/26/2019 1:07,9/26/2019 1:14,Product 2,"Component 1,Component 2,Component 3,Component 4",98071
SUCCESS,9/26/2019 1:05,9/26/2019 1:09,Product 2,"Component 1,Component 2,Component 3,Component 4",90260
FAILURE,9/26/2019 0:15,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",26324
FAILURE,9/26/2019 0:15,9/26/2019 0:57,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/26/2019 0:15,9/26/2019 0:56,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/26/2019 0:15,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
FAILURE,9/26/2019 0:15,9/26/2019 0:45,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/26/2019 0:15,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
CANCELLED,9/26/2019 0:15,9/26/2019 1:17,Product 2,"Component 1,Component 2,Component 3,Component 4",56907
FAILURE,9/26/2019 0:15,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",26324
SUCCESS,9/26/2019 0:15,9/26/2019 0:37,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/26/2019 0:15,9/26/2019 0:46,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/26/2019 0:15,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",7254
FAILURE,9/26/2019 0:15,9/26/2019 0:59,Product 2,"Component 1,Component 2,Component 3,Component 4",40007
FAILURE,9/26/2019 0:14,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
FAILURE,9/26/2019 0:14,9/26/2019 0:45,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/26/2019 0:14,9/26/2019 0:35,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
FAILURE,9/26/2019 0:14,9/26/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/26/2019 0:14,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/26/2019 0:14,9/26/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",31540
FAILURE,9/26/2019 0:14,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/26/2019 0:14,9/26/2019 0:41,Product 2,"Component 1,Component 2,Component 3,Component 4",1811
SUCCESS,9/26/2019 0:14,9/26/2019 0:53,Product 2,"Component 1,Component 2,Component 3,Component 4",98071
FAILURE,9/26/2019 0:14,9/26/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
FAILURE,9/26/2019 0:14,9/26/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
FAILURE,9/26/2019 0:14,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
FAILURE,9/26/2019 0:14,9/26/2019 0:36,Product 2,"Component 1,Component 2,Component 3,Component 4",61301
SUCCESS,9/26/2019 0:14,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",31540
FAILURE,9/26/2019 0:14,9/26/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",84085
SUCCESS,9/26/2019 0:14,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",98990
FAILURE,9/26/2019 0:14,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",98071
FAILURE,9/26/2019 0:14,9/26/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",1811
SUCCESS,9/26/2019 0:14,9/26/2019 0:59,Product 2,"Component 1,Component 2,Component 3,Component 4",1811
FAILURE,9/26/2019 0:14,9/26/2019 0:59,Product 2,"Component 1,Component 2,Component 3,Component 4",31540
SUCCESS,9/26/2019 0:14,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",61301
SUCCESS,9/26/2019 0:14,9/26/2019 0:49,Product 2,"Component 1,Component 2,Component 3,Component 4",84085
FAILURE,9/26/2019 0:14,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
SUCCESS,9/26/2019 0:13,9/26/2019 0:53,Product 2,"Component 1,Component 2,Component 3,Component 4",10861
SUCCESS,9/26/2019 0:13,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
FAILURE,9/26/2019 0:13,9/26/2019 0:42,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
FAILURE,9/26/2019 0:13,9/26/2019 0:58,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
SUCCESS,9/26/2019 0:13,9/26/2019 0:53,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
FAILURE,9/26/2019 0:13,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
SUCCESS,9/26/2019 0:13,9/26/2019 0:51,Product 2,"Component 1,Component 2,Component 3,Component 4",70809
FAILURE,9/26/2019 0:13,9/26/2019 0:45,Product 2,"Component 1,Component 2,Component 3,Component 4",90260
SUCCESS,9/26/2019 0:13,9/26/2019 0:36,Product 2,"Component 1,Component 2,Component 3,Component 4",43299
SUCCESS,9/26/2019 0:13,9/26/2019 0:52,Product 2,"Component 1,Component 2,Component 3,Component 4",70809
SUCCESS,9/26/2019 0:13,9/26/2019 0:40,Product 2,"Component 1,Component 2,Component 3,Component 4",22814
CANCELLED,9/26/2019 0:13,9/26/2019 1:41,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
FAILURE,9/26/2019 0:13,9/26/2019 0:56,Product 2,"Component 1,Component 2,Component 3,Component 4",70809
SUCCESS,9/26/2019 0:13,9/26/2019 0:52,Product 2,"Component 1,Component 2,Component 3,Component 4",90260
SUCCESS,9/26/2019 0:13,9/26/2019 0:48,Product 2,"Component 1,Component 2,Component 3,Component 4",78836
SUCCESS,9/26/2019 0:13,9/26/2019 0:53,Product 2,"Component 1,Component 2,Component 3,Component 4",70809
SUCCESS,9/26/2019 0:13,9/26/2019 0:50,Product 2,"Component 1,Component 2,Component 3,Component 4",10861
SUCCESS,9/26/2019 0:13,9/26/2019 0:51,Product 2,"Component 1,Component 2,Component 3,Component 4",90260
SUCCESS,9/26/2019 0:13,9/26/2019 0:53,Product 2,"Component 1,Component 2,Component 3,Component 4",97299
FAILURE,9/26/2019 0:13,9/26/2019 0:54,Product 2,"Component 1,Component 2,Component 3,Component 4",53892
SUCCESS,9/25/2019 23:59,9/26/2019 0:33,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:35,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:35,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:37,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:36,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:40,Product 2,"Component 1,Component 2,Component 3,Component 4",78836
SUCCESS,9/25/2019 23:59,9/26/2019 0:36,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:44,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:37,Product 2,"Component 1,Component 2,Component 3,Component 4",99988
SUCCESS,9/25/2019 23:59,9/26/2019 0:34,Product 2,"Component 1,Component 2,Component 3,Component 4",94807
SUCCESS,9/25/2019 23:51,9/25/2019 23:54,Product 3,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/25/2019 19:53,9/25/2019 20:29,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
FAILURE,9/25/2019 18:51,9/25/2019 20:22,Product 3,"Component 1,Component 2,Component 3,Component 4",68206
CANCELLED,9/25/2019 18:48,9/25/2019 18:50,Product 3,"Component 1,Component 2,Component 3,Component 4",68206
SUCCESS,9/25/2019 18:44,9/25/2019 18:51,Product 3,"Component 1,Component 2,Component 3,Component 4",78836
FAILURE,9/25/2019 18:09,9/25/2019 18:50,Product 1,Component 1,19441
FAILURE,9/25/2019 18:02,9/25/2019 18:07,Product 1,Component 1,19441
FAILURE,9/25/2019 17:28,9/25/2019 18:14,Product 3,"Component 1,Component 2,Component 3,Component 4",78836
CANCELLED,9/25/2019 15:19,9/25/2019 15:29,Product 3,"Component 1,Component 2,Component 3,Component 4",68206
CANCELLED,9/25/2019 15:14,9/25/2019 15:17,Product 3,"Component 1,Component 2,Component 3,Component 4",68206
FAILURE,9/24/2019 20:27,9/24/2019 20:43,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/24/2019 20:15,9/24/2019 20:21,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
FAILURE,9/24/2019 19:46,9/24/2019 20:11,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/24/2019 19:05,9/24/2019 19:27,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
FAILURE,9/24/2019 15:04,9/24/2019 15:21,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/24/2019 14:57,9/24/2019 15:04,Product 3,"Component 1,Component 2,Component 3,Component 4",88643
SUCCESS,9/23/2019 21:17,9/23/2019 21:25,Product 3,"Component 1,Component 2,Component 3,Component 4",43299
FAILURE,9/23/2019 20:37,9/23/2019 20:39,Product 3,"Component 1,Component 2,Component 3,Component 4",43299
CANCELLED,9/23/2019 20:30,9/23/2019 20:34,Product 3,"Component 1,Component 2,Component 3,Component 4",43299
SUCCESS,9/23/2019 19:30,9/23/2019 19:36,Product 1,Component 1,34494
FAILURE,9/23/2019 18:56,9/23/2019 19:08,Product 3,"Component 1,Component 2,Component 3,Component 4",43299
CANCELLED,9/23/2019 18:51,9/23/2019 18:55,Product 3,"Component 1,Component 2,Component 3,Component 4",43299
FAILURE,9/23/2019 18:45,9/23/2019 19:13,Product 1,Component 1,34494
SUCCESS,9/21/2019 21:20,9/21/2019 21:26,Product 1,Component 1,99811
CANCELLED,9/21/2019 20:42,9/21/2019 21:20,Product 1,Component 1,99811
CANCELLED,9/21/2019 20:00,9/21/2019 20:04,Product 1,Component 1,99811
SUCCESS,9/21/2019 2:00,9/21/2019 2:41,Product 1,"Component 1,Component 2,Component 3,Component 4",73613
SUCCESS,9/21/2019 1:14,9/21/2019 1:49,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
CANCELLED,9/21/2019 1:14,9/21/2019 1:15,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
FAILURE,9/21/2019 0:20,9/21/2019 1:02,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
SUCCESS,9/20/2019 22:07,9/20/2019 22:37,Product 1,Component 1,88684
SUCCESS,9/18/2019 19:50,9/18/2019 20:17,Product 1,"Component 1,Component 2,Component 3,Component 4",5107
SUCCESS,9/18/2019 19:04,9/18/2019 19:45,Product 1,"Component 1,Component 2,Component 3,Component 4",97064
SUCCESS,9/18/2019 0:43,9/18/2019 1:14,Product 5,"Component 1,Component 3,Component 4,console",69779
SUCCESS,9/17/2019 23:32,9/17/2019 23:39,Product 2,"Component 1,Component 2,Component 3,Component 4",96169
SUCCESS,9/17/2019 23:23,9/17/2019 23:45,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/17/2019 23:19,9/17/2019 23:32,Product 2,"Component 1,Component 2,Component 3,Component 4",96169
CANCELLED,9/17/2019 23:17,9/17/2019 23:21,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/17/2019 23:02,9/17/2019 23:17,Product 2,"Component 1,Component 2,Component 3,Component 4",88643
CANCELLED,9/17/2019 22:59,9/17/2019 23:01,Product 2,"Component 1,Component 2,Component 3,Component 4",43299
FAILURE,9/17/2019 20:12,9/17/2019 20:41,Product 2,"Component 1,Component 2,Component 3,Component 4",96169
SUCCESS,9/17/2019 19:58,9/17/2019 20:24,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
SUCCESS,9/17/2019 0:06,9/17/2019 0:37,Product 2,"Component 1,Component 2,Component 3,Component 4",83264
SUCCESS,9/17/2019 0:05,9/17/2019 1:14,Product 1,"Component 1,Component 2,Component 3,Component 4",19441
SUCCESS,9/16/2019 21:34,9/16/2019 22:20,Product 1,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/16/2019 19:12,9/16/2019 19:46,Product 1,"Component 1,Component 2,Component 3,Component 4",98899
FAILURE,9/16/2019 19:00,9/16/2019 19:07,Product 1,"Component 1,Component 2,Component 3,Component 4",98899
SUCCESS,9/13/2019 2:01,9/13/2019 2:31,Product 2,"Component 1,Component 2,Component 3,Component 4",84180
SUCCESS,9/13/2019 2:00,9/13/2019 2:29,Product 1,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/13/2019 1:07,9/13/2019 1:11,Product 1,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/13/2019 0:48,9/13/2019 0:53,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/13/2019 0:44,9/13/2019 1:16,Product 1,"Component 1,Component 2,Component 3,Component 4",60422
SUCCESS,9/13/2019 0:39,9/13/2019 1:21,Product 2,"Component 1,Component 2,Component 3,Component 4",99376
SUCCESS,9/13/2019 0:39,9/13/2019 1:02,Product 2,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/13/2019 0:39,9/13/2019 1:16,Product 1,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/13/2019 0:39,9/13/2019 1:09,Product 1,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/13/2019 0:39,9/13/2019 1:10,Product 1,"Component 1,Component 2,Component 3,Component 4",85943
SUCCESS,9/13/2019 0:22,9/13/2019 0:55,Product 2,"Component 1,Component 2,Component 3,Component 4",19441
SUCCESS,9/13/2019 0:22,9/13/2019 0:51,Product 1,"Component 1,Component 2,Component 3,Component 4",19441
FAILURE,9/13/2019 0:21,9/13/2019 1:06,Product 1,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/13/2019 0:21,9/13/2019 0:59,Product 1,"Component 1,Component 2,Component 3,Component 4",75841
FAILURE,9/13/2019 0:21,9/13/2019 0:28,Product 1,"Component 1,Component 2,Component 3,Component 4",60422
SUCCESS,9/13/2019 0:21,9/13/2019 0:55,Product 1,"Component 1,Component 2,Component 3,Component 4",75841
CANCELLED,9/13/2019 0:07,9/13/2019 0:47,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/13/2019 0:06,9/13/2019 0:51,Product 2,"Component 1,Component 2,Component 3,Component 4",75841
SUCCESS,9/13/2019 0:06,9/13/2019 0:38,Product 2,"Component 1,Component 2,Component 3,Component 4",77983
SUCCESS,9/13/2019 0:05,9/13/2019 0:39,Product 2,"Component 1,Component 2,Component 3,Component 4",39170
SUCCESS,9/13/2019 0:05,9/13/2019 0:40,Product 2,"Component 1,Component 2,Component 3,Component 4",75841
SUCCESS,9/13/2019 0:05,9/13/2019 0:35,Product 2,"Component 1,Component 2,Component 3,Component 4",37622
SUCCESS,9/13/2019 0:05,9/13/2019 0:35,Product 1,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/13/2019 0:05,9/13/2019 0:35,Product 1,"Component 1,Component 2,Component 3,Component 4",34494
SUCCESS,9/13/2019 0:05,9/13/2019 0:33,Product 1,"Component 1,Component 2,Component 3,Component 4",25971
SUCCESS,9/13/2019 0:05,9/13/2019 0:40,Product 1,"Component 1,Component 2,Component 3,Component 4",34494
SUCCESS,9/12/2019 19:03,9/12/2019 19:40,Product 2,"Component 1,Component 2,Component 3,Component 4",90824
SUCCESS,9/12/2019 19:01,9/12/2019 19:31,Product 1,"Component 1,Component 2,Component 3,Component 4",75510
SUCCESS,9/12/2019 19:01,9/12/2019 19:31,Product 1,"Component 1,Component 2,Component 3,Component 4",81355
SUCCESS,9/12/2019 19:00,9/12/2019 19:30,Product 2,"Component 1,Component 2,Component 3,Component 4",78520
SUCCESS,9/12/2019 19:00,9/12/2019 19:27,Product 2,"Component 1,Component 2,Component 3,Component 4",78520
SUCCESS,9/12/2019 19:00,9/12/2019 19:24,Product 2,"Component 1,Component 2,Component 3,Component 4",92697
SUCCESS,9/12/2019 19:00,9/12/2019 19:28,Product 2,"Component 1,Component 2,Component 3,Component 4",68994
SUCCESS,9/12/2019 15:00,9/12/2019 15:29,Product 1,"Component 1,Component 2,Component 3,Component 4",79488
SUCCESS,9/12/2019 9:08,9/12/2019 9:15,Product 2,"Component 1,Component 2,Component 3,Component 4",99694
FAILURE,9/12/2019 8:39,9/12/2019 8:43,Product 2,"Component 1,Component 2,Component 3,Component 4",99694
FAILURE,9/12/2019 8:34,9/12/2019 8:37,Product 2,"Component 1,Component 2,Component 3,Component 4",99694
SUCCESS,9/12/2019 3:38,9/12/2019 3:42,Product 1,"Component 1,Component 2,Component 3,Component 4",22719
FAILURE,9/12/2019 2:16,9/12/2019 2:28,Product 1,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/12/2019 1:56,9/12/2019 2:01,Product 2,"Component 1,Component 2,Component 3,Component 4",24349
CANCELLED,9/12/2019 1:50,9/12/2019 1:55,Product 2,"Component 1,Component 2,Component 3,Component 4",24349
CANCELLED,9/12/2019 1:48,9/12/2019 1:49,Product 2,"Component 1,Component 2,Component 3,Component 4",24349
FAILURE,9/12/2019 1:07,9/12/2019 1:12,Product 2,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/12/2019 0:51,9/12/2019 0:54,Product 1,"Component 1,Component 2,Component 3,Component 4",34494
SUCCESS,9/12/2019 0:43,9/12/2019 0:49,Product 2,"Component 1,Component 2,Component 3,Component 4",36063
FAILURE,9/12/2019 0:02,9/12/2019 0:48,Product 1,"Component 1,Component 2,Component 3,Component 4",34494
FAILURE,9/12/2019 0:02,9/12/2019 0:30,Product 1,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/12/2019 0:02,9/12/2019 0:30,Product 1,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/12/2019 0:02,9/12/2019 0:37,Product 1,"Component 1,Component 2,Component 3,Component 4",84180
SUCCESS,9/12/2019 0:02,9/12/2019 0:41,Product 1,"Component 1,Component 2,Component 3,Component 4",99694
SUCCESS,9/12/2019 0:02,9/12/2019 1:12,Product 2,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/12/2019 0:02,9/12/2019 0:40,Product 2,"Component 1,Component 2,Component 3,Component 4",25971
SUCCESS,9/12/2019 0:02,9/12/2019 0:31,Product 2,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/12/2019 0:02,9/12/2019 0:32,Product 2,"Component 1,Component 2,Component 3,Component 4",76923
FAILURE,9/12/2019 0:02,9/12/2019 0:17,Product 2,"Component 1,Component 2,Component 3,Component 4",99694
SUCCESS,9/12/2019 0:01,9/12/2019 0:29,Product 1,"Component 1,Component 2,Component 3,Component 4",25971
SUCCESS,9/12/2019 0:01,9/12/2019 0:32,Product 1,"Component 1,Component 2,Component 3,Component 4",42233
SUCCESS,9/12/2019 0:01,9/12/2019 0:37,Product 1,"Component 1,Component 2,Component 3,Component 4",99900
FAILURE,9/12/2019 0:00,9/12/2019 0:26,Product 2,"Component 1,Component 2,Component 3,Component 4",24349
SUCCESS,9/12/2019 0:00,9/12/2019 0:32,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/12/2019 0:00,9/12/2019 0:27,Product 2,"Component 1,Component 2,Component 3,Component 4",39170
SUCCESS,9/12/2019 0:00,9/12/2019 0:33,Product 1,"Component 1,Component 2,Component 3,Component 4",37622
SUCCESS,9/12/2019 0:00,9/12/2019 0:46,Product 1,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/12/2019 0:00,9/12/2019 0:35,Product 1,"Component 1,Component 2,Component 3,Component 4",34494
SUCCESS,9/11/2019 23:59,9/12/2019 0:30,Product 2,"Component 1,Component 2,Component 3,Component 4",76923
FAILURE,9/11/2019 23:59,9/12/2019 0:25,Product 2,"Component 1,Component 2,Component 3,Component 4",36063
SUCCESS,9/11/2019 23:59,9/12/2019 0:28,Product 2,"Component 1,Component 2,Component 3,Component 4",19441
SUCCESS,9/11/2019 23:59,9/12/2019 0:25,Product 2,"Component 1,Component 2,Component 3,Component 4",39170
SUCCESS,9/10/2019 18:46,9/10/2019 18:52,Product 2,"Component 1,Component 2,Component 3,Component 4",85074
FAILURE,9/10/2019 18:42,9/10/2019 18:45,Product 2,"Component 1,Component 2,Component 3,Component 4",85074
SUCCESS,9/10/2019 18:34,9/10/2019 18:50,Product 2,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/10/2019 18:31,9/10/2019 18:38,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
SUCCESS,9/10/2019 18:31,9/10/2019 18:36,Product 1,"Component 1,Component 2,Component 3,Component 4",99549
SUCCESS,9/10/2019 1:30,9/10/2019 1:33,Product 2,"Component 1,Component 2,Component 3,Component 4",86788
CANCELLED,9/10/2019 1:20,9/10/2019 1:30,Product 2,"Component 1,Component 2,Component 3,Component 4",86788
SUCCESS,9/10/2019 0:52,9/10/2019 0:55,Product 1,"Component 1,Component 2,Component 3,Component 4",99811
FAILURE,9/10/2019 0:04,9/10/2019 0:42,Product 1,"Component 1,Component 2,Component 3,Component 4",99549
FAILURE,9/10/2019 0:03,9/10/2019 1:33,Product 1,"Component 1,Component 2,Component 3,Component 4",21083
CANCELLED,9/10/2019 0:02,9/10/2019 0:50,Product 1,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/10/2019 0:02,9/10/2019 0:36,Product 2,"Component 1,Component 2,Component 3,Component 4",37622
SUCCESS,9/10/2019 0:02,9/10/2019 0:35,Product 2,"Component 1,Component 2,Component 3,Component 4",99376
SUCCESS,9/10/2019 0:01,9/10/2019 0:34,Product 2,"Component 1,Component 2,Component 3,Component 4",99811
SUCCESS,9/10/2019 0:01,9/10/2019 0:38,Product 2,"Component 1,Component 2,Component 3,Component 4",22719
SUCCESS,9/10/2019 0:01,9/10/2019 0:33,Product 2,"Component 1,Component 2,Component 3,Component 4",76923
SUCCESS,9/10/2019 0:01,9/10/2019 0:42,Product 1,"Component 1,Component 2,Component 3,Component 4",25971
SUCCESS,9/10/2019 0:01,9/10/2019 0:33,Product 1,"Component 1,Component 2,Component 3,Component 4",85074
SUCCESS,9/10/2019 0:00,9/10/2019 0:29,Product 2,"Component 1,Component 2,Component 3,Component 4",74737
SUCCESS,9/10/2019 0:00,9/10/2019 0:29,Product 2,"Component 1,Component 2,Component 3,Component 4",86788
FAILURE,9/10/2019 0:00,9/10/2019 0:24,Product 2,"Component 1,Component 2,Component 3,Component 4",86788
SUCCESS,9/10/2019 0:00,9/10/2019 0:28,Product 2,"Component 1,Component 2,Component 3,Component 4",83264
SUCCESS,9/10/2019 0:00,9/10/2019 0:27,Product 1,"Component 1,Component 2,Component 3,Component 4",60422
SUCCESS,9/10/2019 0:00,9/10/2019 0:32,Product 1,"Component 1,Component 2,Component 3,Component 4",42233
