Job Result,Job Creation Time,Job Completion Times,Product Name,Component Being updated,Cores,Storage (GB),Customer ID,Process
SUCCESS,8/18/2019 18:26,8/18/2019 19:12,Product 2,,16,1920,76923,Expand
SUCCESS,8/16/2019 12:22,8/16/2019 12:57,Product 2,,48,1920,76923,Expand
FAILURE,8/16/2019 6:32,8/16/2019 6:34,Product 2,,48,1920,76923,Expand
FAILURE,8/16/2019 6:02,8/16/2019 6:04,Product 2,,48,1920,76923,Expand
SUCCESS,8/15/2019 15:53,8/15/2019 16:18,Product 3,,6,40,98990,Expand
SUCCESS,8/14/2019 22:36,8/14/2019 23:02,Product 3,,28,40,98990,Expand
SUCCESS,8/13/2019 18:41,8/13/2019 19:14,Product 3,,14,1000,88643,Expand
SUCCESS,8/13/2019 17:16,8/13/2019 17:58,Product 1,,96,9600,19441,Expand
SUCCESS,8/9/2019 14:23,8/9/2019 14:36,Product 3,,6,600,88643,Expand
FAILURE,8/8/2019 23:49,8/8/2019 23:51,Product 3,,6,600,88643,Expand
FAILURE,8/8/2019 21:10,8/8/2019 21:12,Product 3,,6,600,88643,Expand
SUCCESS,8/8/2019 0:04,8/8/2019 0:16,Product 3,,6,450,88643,Expand
SUCCESS,8/5/2019 20:32,8/5/2019 20:39,Product 2,,16,1440,99811,Expand
FAILURE,8/5/2019 9:27,8/5/2019 9:53,Product 2,,16,1440,99811,Expand
FAILURE,8/5/2019 9:26,8/5/2019 9:51,Product 2,,16,1440,77983,Expand
FAILURE,8/5/2019 5:57,8/5/2019 6:18,Product 2,,16,1440,77983,Expand
FAILURE,8/5/2019 5:56,8/5/2019 6:18,Product 2,,16,1440,99811,Expand
SUCCESS,8/4/2019 16:07,8/4/2019 16:21,Product 3,,6,500,99438,Expand
SUCCESS,7/29/2019 17:57,7/29/2019 18:23,Product 1,,144,28800,22719,Expand
FAILURE,7/29/2019 15:59,7/29/2019 16:15,Product 1,,144,28800,22719,Expand
FAILURE,7/29/2019 15:29,7/29/2019 15:44,Product 1,,144,28800,22719,Expand
FAILURE,7/29/2019 14:38,7/29/2019 15:10,Product 1,,144,28800,22719,Expand
SUCCESS,7/26/2019 18:37,7/27/2019 23:22,Product 2,,64,960,98091,Expand
SUCCESS,7/26/2019 18:01,7/26/2019 18:31,Product 2,,48,960,98091,Expand
SUCCESS,7/19/2019 17:37,7/19/2019 17:45,Product 3,,6,450,22814,Expand
SUCCESS,7/19/2019 17:14,7/19/2019 17:22,Product 4,,192,16800,45823,Expand
SUCCESS,7/19/2019 16:29,7/19/2019 16:35,smp_flex,,14,300,68206,Expand
FAILURE,7/19/2019 16:02,7/19/2019 16:17,smp_flex,,14,300,68206,Expand
FAILURE,7/19/2019 15:45,7/19/2019 15:56,smp_flex,,14,300,68206,Expand
CANCELLED,7/19/2019 15:04,7/19/2019 15:22,Product 3,,14,2000,68206,Expand
FAILURE,7/17/2019 18:01,7/17/2019 18:42,Product 3,,14,40,61301,Expand
FAILURE,7/17/2019 17:56,7/17/2019 18:00,Product 3,,14,40,61301,Expand
SUCCESS,7/16/2019 20:27,7/16/2019 20:59,Product 2,,48,4800,98899,Expand
FAILURE,7/16/2019 20:15,7/16/2019 20:16,Product 2,,48,4800,98899,Expand
FAILURE,7/16/2019 18:03,7/16/2019 18:04,Product 2,,48,4800,98899,Expand
SUCCESS,7/15/2019 19:48,7/15/2019 20:12,Product 3,,6,40,61301,Expand
SUCCESS,7/12/2019 17:41,7/12/2019 18:25,Product 1,,48,2400,65501,Expand
SUCCESS,7/12/2019 15:44,7/12/2019 16:28,Product 4,,168,7200,57971,Expand
FAILURE,7/11/2019 14:16,7/11/2019 14:21,Product 1,,576,2400,65501,Expand
FAILURE,7/11/2019 7:29,7/11/2019 8:03,Product 1,,576,2400,65501,Expand
SUCCESS,7/10/2019 2:50,7/10/2019 2:57,Product 1,,288,2400,65501,Expand
FAILURE,7/10/2019 2:30,7/10/2019 2:42,Product 1,,288,2400,65501,Expand
FAILURE,7/10/2019 0:07,7/10/2019 2:22,Product 1,,288,2400,65501,Expand
FAILURE,7/9/2019 20:20,7/9/2019 20:23,Product 1,,288,2400,65501,Expand
FAILURE,7/9/2019 20:04,7/9/2019 20:07,Product 1,,288,2400,65501,Expand
FAILURE,7/9/2019 19:58,7/9/2019 20:01,Product 1,,288,2400,65501,Expand
FAILURE,7/9/2019 19:05,7/9/2019 19:39,Product 1,,288,2400,65501,Expand
SUCCESS,7/9/2019 16:32,7/9/2019 17:19,Product 4,,192,14400,45823,Expand
FAILURE,7/9/2019 2:32,7/9/2019 3:14,Product 1,,144,9600,39170,Expand
FAILURE,7/9/2019 1:23,7/9/2019 1:59,Product 1,,144,9600,39170,Expand
FAILURE,7/8/2019 22:23,7/8/2019 23:24,Product 1,,144,9600,39170,Expand
SUCCESS,7/5/2019 22:13,7/5/2019 22:58,Product 1,,168,4800,19441,Expand
SUCCESS,7/5/2019 20:29,7/5/2019 20:56,Product 3,,14,40,61301,Expand
FAILURE,7/5/2019 20:28,7/5/2019 20:29,Product 3,,14,40,61301,Expand
FAILURE,7/5/2019 20:26,7/5/2019 20:27,Product 3,,14,40,61301,Expand
FAILURE,7/3/2019 17:41,7/3/2019 17:44,Product 4,,144,7200,57971,Expand
CANCELLED,7/3/2019 17:01,7/3/2019 17:50,Product 1 ,,144,7200,57971,Expand
SUCCESS,7/2/2019 11:50,7/2/2019 12:09,Product 1,,48,9600,19441,Expand
SUCCESS,7/1/2019 23:03,7/1/2019 23:34,Product 2,,32,4800,85074,Expand
SUCCESS,7/1/2019 13:03,7/1/2019 13:42,Product 2,,96,4800,85074,Expand
SUCCESS,6/28/2019 16:59,6/28/2019 18:28,Product 1,,48,2400,65501,Expand
SUCCESS,6/28/2019 12:06,6/28/2019 15:24,Product 1,,576,2400,65501,Expand
FAILURE,6/28/2019 11:31,6/28/2019 11:43,Product 1,,576,2400,65501,Expand
FAILURE,6/28/2019 9:13,6/28/2019 10:01,Product 1,,576,2400,65501,Expand
SUCCESS,6/27/2019 20:43,6/27/2019 20:50,Product 1,,288,2400,65501,Expand
FAILURE,6/27/2019 20:21,6/27/2019 20:32,Product 1,,288,2400,65501,Expand
FAILURE,6/27/2019 19:31,6/27/2019 19:59,Product 1,,288,2400,65501,Expand
SUCCESS,6/27/2019 17:31,6/27/2019 17:37,Product 3,,14,300,26324,Expand
FAILURE,6/27/2019 16:36,6/27/2019 17:29,Product 3,,14,300,26324,Expand
CANCELLED,6/27/2019 16:25,6/27/2019 16:35,Product 3,,14,300,26324,Expand
SUCCESS,6/27/2019 16:01,6/27/2019 16:24,Product 1,,144,26400,22719,Expand
SUCCESS,6/27/2019 13:02,6/27/2019 13:32,Product 2,,64,4800,85074,Expand
SUCCESS,6/26/2019 21:07,6/26/2019 21:35,Product 2,,16,960,21083,Expand
FAILURE,6/26/2019 15:21,6/26/2019 15:22,Product 1,,576,2400,65501,Expand
FAILURE,6/25/2019 20:30,6/25/2019 20:32,Product 2,,96,4800,85074,Expand
SUCCESS,6/24/2019 21:32,6/24/2019 22:17,Product 1,,96,4800,19441,Expand
SUCCESS,6/20/2019 12:06,6/20/2019 12:35,Product 3,,28,4000,94807,Expand
SUCCESS,6/19/2019 19:38,6/19/2019 19:51,Product 3,,14,350,43299,Expand
FAILURE,6/19/2019 2:07,6/19/2019 2:38,Product 2,,16,2400,37622,Expand
SUCCESS,6/17/2019 21:23,6/17/2019 21:53,Product 4,,28,960,55941,Expand
SUCCESS,6/14/2019 19:59,6/14/2019 20:10,Product 2,,16,1920,76923,Expand
FAILURE,6/14/2019 15:34,6/14/2019 18:02,Product 2,,16,1920,76923,Expand
SUCCESS,6/13/2019 12:57,6/13/2019 13:22,Product 1,,120,4800,37622,Expand
SUCCESS,6/13/2019 1:04,6/13/2019 1:34,Product 3,,14,100,88643,Expand
SUCCESS,6/12/2019 3:04,6/12/2019 3:49,Product 1,,72,4800,37622,Expand
SUCCESS,6/11/2019 20:49,6/11/2019 20:55,Product 3,,14,350,88643,Expand
CANCELLED,6/11/2019 20:01,6/11/2019 20:49,Product 3,,14,350,88643,Expand
CANCELLED,6/11/2019 18:24,6/11/2019 20:00,Product 3,,14,350,88643,Expand
SUCCESS,6/11/2019 18:00,6/11/2019 18:35,Product 2,,16,1440,76923,Expand
SUCCESS,6/11/2019 10:00,6/11/2019 10:28,Product 2,,64,1440,76923,Expand
SUCCESS,6/7/2019 18:32,6/7/2019 19:13,Product 1,,48,9600,77983,Expand
FAILURE,6/7/2019 17:33,6/7/2019 17:43,Product 1,,48,9600,77983,Expand
SUCCESS,6/7/2019 17:32,6/7/2019 18:03,Product 2,,16,1440,76923,Expand
SUCCESS,6/7/2019 17:28,6/7/2019 17:45,Product 3,,14,200,43299,Expand
SUCCESS,6/7/2019 17:10,6/7/2019 17:19,Product 3,,6,200,43299,Expand
FAILURE,6/7/2019 17:04,6/7/2019 17:07,Product 1,,48,9600,77983,Expand
FAILURE,6/7/2019 14:50,6/7/2019 17:03,Product 1,,48,9600,77983,Expand
SUCCESS,6/6/2019 16:04,6/6/2019 16:37,Product 2,,64,1440,76923,Expand
SUCCESS,6/6/2019 14:16,6/6/2019 14:27,Product 1,,144,9600,77983,Expand
FAILURE,6/6/2019 13:46,6/6/2019 13:55,Product 1,,144,9600,77983,Expand
FAILURE,6/6/2019 4:02,6/6/2019 4:04,Product 2,,64,1440,76923,Expand
SUCCESS,6/5/2019 20:37,6/5/2019 21:07,Product 1,,120,4800,77983,Expand
FAILURE,6/5/2019 20:08,6/5/2019 20:27,Product 1,,120,4800,77983,Expand
SUCCESS,6/5/2019 3:07,6/5/2019 3:35,Product 2,,64,960,21083,Expand
FAILURE,6/4/2019 15:54,6/4/2019 15:55,Product 2,,64,960,21083,Expand
SUCCESS,5/30/2019 16:58,5/30/2019 17:19,Product 3,,6,40,94807,Expand
SUCCESS,5/30/2019 15:34,5/30/2019 15:59,Product 3,,14,40,94807,Expand
SUCCESS,5/30/2019 13:35,5/30/2019 14:05,Product 2,,48,1440,38946,Expand
FAILURE,5/30/2019 12:53,5/30/2019 13:13,Product 2,,48,1440,38946,Expand
SUCCESS,5/28/2019 2:53,5/28/2019 3:26,Product 1,,144,24000,22719,Expand
FAILURE,5/28/2019 1:08,5/28/2019 2:09,Product 1,,144,24000,22719,Expand
SUCCESS,5/27/2019 21:04,5/27/2019 21:38,Product 1,,120,4800,37622,Expand
FAILURE,5/27/2019 21:04,5/28/2019 0:12,Product 1,,144,24000,22719,Expand
SUCCESS,5/24/2019 2:55,5/24/2019 13:20,Product 1,,144,9600,73613,Expand
FAILURE,5/24/2019 2:04,5/24/2019 2:33,Product 1,,144,9600,73613,Expand
SUCCESS,5/22/2019 0:20,5/22/2019 0:59,Product 1,,48,4800,37622,Expand
FAILURE,5/21/2019 23:34,5/22/2019 0:04,Product 1,,48,4800,37622,Expand
FAILURE,5/21/2019 18:23,5/21/2019 18:24,Product 2,,48,1440,38946,Expand
FAILURE,5/21/2019 16:56,5/21/2019 16:57,Product 2,,48,1440,38946,Expand
SUCCESS,5/20/2019 23:57,5/21/2019 0:48,Product 1,,120,4800,37622,Expand
CANCELLED,5/20/2019 23:23,5/20/2019 23:45,Product 1,,120,4800,37622,Expand
FAILURE,5/20/2019 22:06,5/20/2019 22:26,Product 1,,120,4800,37622,Expand
SUCCESS,5/17/2019 6:46,5/17/2019 7:08,Product 2,,16,1440,38946,Expand
SUCCESS,5/17/2019 4:56,5/17/2019 5:25,Product 2,,16,960,38946,Expand
SUCCESS,5/16/2019 22:26,5/17/2019 1:41,Product 2,,32,960,38946,Expand
SUCCESS,5/16/2019 18:19,5/16/2019 18:58,Product 1,,48,7200,19441,Expand
CANCELLED,5/16/2019 15:55,5/16/2019 18:18,Product 1,,48,7200,19441,Expand
FAILURE,5/16/2019 15:39,5/16/2019 15:43,Product 2,,32,960,38946,Expand
FAILURE,5/16/2019 4:21,5/16/2019 4:24,Product 2,,32,960,38946,Expand
FAILURE,5/15/2019 18:17,5/15/2019 18:19,Product 3,,14,40,88643,Expand
FAILURE,5/15/2019 18:05,5/15/2019 18:07,Product 3,,14,40,88643,Expand
SUCCESS,5/13/2019 16:19,5/13/2019 16:41,Product 3,,14,40,64122,Expand
SUCCESS,5/13/2019 16:15,5/13/2019 17:02,Product 5,,48,2400,40168,Expand
CANCELLED,5/13/2019 15:45,5/13/2019 16:18,Product 3,,14,40,64122,Expand
SUCCESS,5/13/2019 12:46,5/13/2019 13:13,Product 2,,16,960,38946,Expand
SUCCESS,5/13/2019 12:01,5/13/2019 12:26,Product 2,,32,960,38946,Expand
SUCCESS,5/13/2019 11:46,5/13/2019 11:54,Product 2,,16,960,38946,Expand
FAILURE,5/13/2019 3:30,5/13/2019 3:32,Product 2,,48,960,38946,Expand
SUCCESS,5/13/2019 3:01,5/13/2019 3:28,Product 2,,16,960,38946,Expand
SUCCESS,5/13/2019 2:26,5/13/2019 2:50,Product 2,,32,960,38946,Expand
SUCCESS,5/11/2019 0:21,5/11/2019 0:52,Product 2,,16,960,38946,Expand
SUCCESS,5/10/2019 17:47,5/10/2019 18:17,Product 2,,32,960,38946,Expand
FAILURE,5/10/2019 17:11,5/10/2019 17:29,Product 2,,32,960,38946,Expand
FAILURE,5/10/2019 13:32,5/10/2019 13:33,Product 2,,32,960,38946,Expand
FAILURE,5/10/2019 9:01,5/10/2019 9:02,Product 2,,32,960,38946,Expand
SUCCESS,5/9/2019 18:40,5/9/2019 19:18,Product 5,,72,2400,40168,Expand
FAILURE,5/9/2019 3:18,5/9/2019 4:23,Product 5,,48,2400,40168,Expand
SUCCESS,5/9/2019 2:10,5/9/2019 2:49,Product 5,,72,2400,40168,Expand
SUCCESS,5/8/2019 18:09,5/8/2019 18:57,Product 2,,64,960,99376,Expand
FAILURE,5/8/2019 1:17,5/8/2019 1:18,Product 2,,64,960,99376,Expand
SUCCESS,5/7/2019 18:15,5/7/2019 18:41,Product 3,,14,40,40007,Expand
SUCCESS,5/7/2019 16:10,5/7/2019 16:26,Product 3,,6,60,43299,Expand
FAILURE,5/7/2019 13:05,5/7/2019 13:06,Product 2,,64,960,99376,Expand
SUCCESS,5/6/2019 19:36,5/6/2019 19:51,Product 3,,6,80,88643,Expand
FAILURE,5/2/2019 19:35,5/7/2019 22:49,Product 3,,14,40,70809,Expand
SUCCESS,5/1/2019 21:50,5/1/2019 22:12,Product 3,,6,40,7254,Expand
SUCCESS,5/1/2019 21:00,5/1/2019 21:27,Product 3,,14,40,7254,Expand
SUCCESS,4/26/2019 18:40,4/26/2019 19:14,Product 1,,48,2400,83264,Expand
SUCCESS,4/19/2019 17:16,4/19/2019 17:44,Product 1,,72,2400,61862,Expand
SUCCESS,4/12/2019 16:20,4/12/2019 16:38,Product 2,,16,1440,76923,Expand
FAILURE,4/12/2019 14:50,4/12/2019 16:13,Product 2,,16,1440,76923,Expand
SUCCESS,4/8/2019 16:20,4/8/2019 16:47,Product 1,,72,2400,83264,Expand
SUCCESS,4/5/2019 21:30,4/5/2019 22:07,Product 1,,48,2400,61862,Expand
SUCCESS,4/2/2019 16:06,4/2/2019 17:04,Product 1,,120,9600,22719,Expand
SUCCESS,3/30/2019 14:56,3/30/2019 15:04,Product 2,,16,960,98091,Expand
FAILURE,3/30/2019 14:32,3/30/2019 14:44,Product 2,,16,960,98091,Expand
FAILURE,3/30/2019 14:13,3/30/2019 14:25,Product 2,,16,960,98091,Expand
FAILURE,3/30/2019 9:25,3/30/2019 10:43,Product 2,,16,960,98091,Expand
SUCCESS,3/29/2019 17:05,3/29/2019 17:29,Product 1,,72,2400,61862,Expand
SUCCESS,3/29/2019 16:15,3/29/2019 18:25,Product 1,,48,2400,65501,Expand
SUCCESS,3/29/2019 14:06,3/29/2019 14:39,Product 1,,264,9600,85943,Expand
SUCCESS,3/29/2019 3:00,3/29/2019 3:35,Product 1,,288,9600,85943,Expand
SUCCESS,3/28/2019 21:30,3/28/2019 21:58,Product 1,,48,4800,19441,Expand
SUCCESS,3/26/2019 14:01,3/26/2019 15:24,Product 1,,96,2400,65501,Expand
CANCELLED,3/26/2019 6:11,3/26/2019 14:00,Product 1,,96,2400,65501,Expand
SUCCESS,3/25/2019 23:16,3/26/2019 0:04,Product 1,,168,9600,22719,Expand
SUCCESS,3/25/2019 15:26,3/25/2019 15:52,Product 1,,144,2400,65501,Expand
SUCCESS,3/25/2019 1:51,3/25/2019 2:13,Product 2,,32,960,98091,Expand
SUCCESS,3/23/2019 23:08,3/23/2019 23:45,Product 1,,48,2400,65501,Expand
SUCCESS,3/23/2019 20:47,3/23/2019 21:22,Product 1,,192,2400,65501,Expand
FAILURE,3/23/2019 20:37,3/23/2019 20:38,Product 1,,192,2400,65501,Expand
FAILURE,3/23/2019 20:01,3/23/2019 20:03,Product 1,,192,2400,65501,Expand
SUCCESS,3/22/2019 19:00,3/22/2019 19:31,Product 2,,48,4800,19441,Expand
SUCCESS,3/22/2019 14:15,3/22/2019 14:41,Product 1,,96,2400,65501,Expand
SUCCESS,3/22/2019 12:37,3/22/2019 13:19,Product 1,,120,9600,22719,Expand
FAILURE,3/22/2019 10:23,3/22/2019 11:41,Product 1,,96,2400,65501,Expand
FAILURE,3/22/2019 10:17,3/22/2019 10:18,Product 1,,96,2400,65501,Expand
FAILURE,3/21/2019 20:16,3/21/2019 20:18,Product 2,,48,4800,19441,Expand
SUCCESS,3/21/2019 17:16,3/21/2019 17:27,Product 2,,16,960,76923,Expand
FAILURE,3/20/2019 14:51,3/20/2019 14:52,Product 1,,120,9600,22719,Expand
SUCCESS,11/5/2019 14:47,11/5/2019 15:13,Product 2,Component 1,,,17915,Update
SUCCESS,10/30/2019 20:39,10/30/2019 21:03,Product 2,Component 1,,,17915,Update
SUCCESS,10/25/2019 17:05,10/25/2019 17:10,Product 1,Component 5,,,98091,Update
SUCCESS,10/23/2019 20:50,10/23/2019 20:55,Product 2,Component 5,,,49383,Update
SUCCESS,10/22/2019 21:40,10/22/2019 21:48,Product 3,Component 5,,,99988,Update
SUCCESS,10/22/2019 21:40,10/22/2019 21:47,Product 3,Component 5,,,96169,Update
SUCCESS,10/19/2019 17:17,10/19/2019 17:26,Product 1,Component 5,,,21083,Update
FAILURE,10/19/2019 17:10,10/19/2019 17:16,Product 1,Component 5,,,21083,Update
SUCCESS,10/19/2019 16:59,10/19/2019 17:08,Product 1,Component 5,,,21083,Update
SUCCESS,10/18/2019 21:15,10/18/2019 21:20,Product 1,Component 1,,,21083,Update
SUCCESS,10/18/2019 21:10,10/18/2019 21:15,Product 1,Component 1,,,42233,Update
CANCELLED,10/18/2019 20:42,10/18/2019 20:44,Product 1,Component 1,,,42233,Update
CANCELLED,10/18/2019 20:18,10/18/2019 20:26,Product 1,Component 1,,,42233,Update
FAILURE,10/18/2019 19:41,10/18/2019 20:23,Product 1,Component 1,,,21083,Update
FAILURE,10/18/2019 19:25,10/18/2019 19:36,Product 1,Component 1,,,21083,Update
FAILURE,10/18/2019 19:25,10/18/2019 19:56,Product 1,Component 1,,,42233,Update
CANCELLED,10/18/2019 18:49,10/18/2019 19:20,Product 1,Component 1,,,21083,Update
CANCELLED,10/18/2019 18:39,10/18/2019 19:20,Product 1,Component 1,,,42233,Update
CANCELLED,10/18/2019 18:04,10/18/2019 18:39,Product 1,Component 1,,,42233,Update
SUCCESS,10/18/2019 1:30,10/18/2019 1:39,Product 1,Component 5,,,88684,Update
FAILURE,10/18/2019 1:21,10/18/2019 1:25,Product 1,Component 5,,,88684,Update
SUCCESS,10/17/2019 0:25,10/17/2019 0:42,Product 1,"Component 1,Component 2,Component 3,Component 4,Component 5",,,22719,Update
SUCCESS,10/16/2019 23:32,10/16/2019 23:42,Product 1,"Component 1,Component 2,Component 3,Component 4,Component 5",,,99376,Update
FAILURE,10/16/2019 22:42,10/17/2019 0:16,Product 1,"Component 1,Component 2,Component 3,Component 4,Component 5",,,22719,Update
FAILURE,10/16/2019 22:36,10/16/2019 23:22,Product 1,"Component 1,Component 2,Component 3,Component 4,Component 5",,,99376,Update
FAILURE,10/16/2019 22:14,10/16/2019 22:45,Product 1,"Component 1,Component 2,Component 3,Component 4,Component 5",,,22719,Update
SUCCESS,10/11/2019 23:59,10/12/2019 0:03,Product 1,Component 5,,,84180,Update
SUCCESS,10/11/2019 23:44,10/11/2019 23:49,Product 1,Component 5,,,83264,Update
FAILURE,10/11/2019 23:38,10/11/2019 23:41,Product 1,Component 5,,,83264,Update
SUCCESS,10/11/2019 23:08,10/11/2019 23:16,Product 1,"Component 1,Component 2,Component 3,Component 4",,,83264,Update
FAILURE,10/11/2019 23:02,10/11/2019 23:05,Product 1,"Component 1,Component 2,Component 3,Component 4",,,83264,Update
SUCCESS,10/11/2019 22:53,10/11/2019 23:01,Product 1,"Component 1,Component 2,Component 3,Component 4",,,84180,Update
FAILURE,10/11/2019 22:11,10/11/2019 22:38,Product 1,"Component 1,Component 2,Component 3,Component 4",,,84180,Update
FAILURE,10/11/2019 22:11,10/11/2019 22:38,Product 1,"Component 1,Component 2,Component 3,Component 4",,,83264,Update
SUCCESS,10/8/2019 22:16,10/8/2019 22:56,Product 1,"Component 1,Component 2",,,21083,Update
FAILURE,10/8/2019 22:13,10/8/2019 22:15,Product 1,"Component 1,Component 2",,,21083,Update
FAILURE,10/8/2019 22:08,10/8/2019 22:11,Product 1,"Component 1,Component 2",,,21083,Update
FAILURE,10/8/2019 22:02,10/8/2019 22:06,Product 1,"Component 1,Component 2",,,21083,Update
SUCCESS,10/5/2019 0:33,10/5/2019 0:37,Product 1,"Component 1,Component 2",,,99811,Update
SUCCESS,10/5/2019 0:27,10/5/2019 0:31,Product 1,"Component 1,Component 2",,,34494,Update
CANCELLED,10/5/2019 0:01,10/5/2019 0:33,Product 1,"Component 1,Component 2",,,99811,Update
CANCELLED,10/5/2019 0:01,10/5/2019 0:27,Product 1,"Component 1,Component 2",,,34494,Update
SUCCESS,10/4/2019 21:09,10/4/2019 21:41,Product 1,"Component 1,console",,,88684,Update
SUCCESS,10/4/2019 21:03,10/4/2019 21:07,Product 1,"dashed,console",,,88684,Update
SUCCESS,10/3/2019 0:52,10/3/2019 0:56,Product 1,Component 5,,,73613,Update
SUCCESS,10/3/2019 0:52,10/3/2019 0:57,Product 1,Component 5,,,25971,Update
SUCCESS,10/3/2019 0:52,10/3/2019 0:56,Product 1,Component 5,,,99811,Update
SUCCESS,10/3/2019 0:52,10/3/2019 0:56,Product 1,Component 5,,,42233,Update
SUCCESS,10/3/2019 0:44,10/3/2019 0:49,Product 1,Component 5,,,42233,Update
SUCCESS,10/3/2019 0:42,10/3/2019 0:48,Product 1,Component 5,,,77983,Update
CANCELLED,10/3/2019 0:42,10/3/2019 0:52,Product 1,Component 5,,,73613,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:49,Product 1,Component 5,,,24349,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:48,Product 1,Component 5,,,42233,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:50,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:50,Product 1,Component 5,,,85943,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:49,Product 1,Component 5,,,85943,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:48,Product 1,Component 5,,,77983,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:48,Product 1,Component 5,,,99549,Update
CANCELLED,10/3/2019 0:41,10/3/2019 0:51,Product 1,Component 5,,,25971,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:45,Product 1,Component 5,,,75841,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:49,Product 1,Component 5,,,37622,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:48,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:48,Product 1,Component 5,,,19441,Update
SUCCESS,10/3/2019 0:41,10/3/2019 0:47,Product 1,Component 5,,,77983,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,99811,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,40707,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,85074,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,99376,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,77983,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:46,Product 1,Component 5,,,88684,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:44,Product 1,Component 5,,,85074,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,39170,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:47,Product 1,Component 5,,,24349,Update
CANCELLED,10/3/2019 0:40,10/3/2019 0:51,Product 1,Component 5,,,99811,Update
SUCCESS,10/3/2019 0:40,10/3/2019 0:44,Product 1,Component 5,,,21083,Update
CANCELLED,10/3/2019 0:39,10/3/2019 0:51,Product 1,Component 5,,,42233,Update
SUCCESS,10/3/2019 0:39,10/3/2019 0:44,Product 1,Component 5,,,99694,Update
SUCCESS,10/3/2019 0:39,10/3/2019 0:44,Product 1,Component 5,,,34494,Update
SUCCESS,10/3/2019 0:38,10/3/2019 0:43,Product 1,Component 5,,,99811,Update
SUCCESS,10/3/2019 0:36,10/3/2019 0:43,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:31,10/3/2019 0:38,Product 1,Component 5,,,22719,Update
SUCCESS,10/3/2019 0:29,10/3/2019 0:40,Product 1,Component 5,,,25971,Update
SUCCESS,10/3/2019 0:28,10/3/2019 0:38,Product 1,Component 5,,,85074,Update
SUCCESS,10/3/2019 0:27,10/3/2019 0:37,Product 1,Component 5,,,21083,Update
CANCELLED,10/3/2019 0:26,10/3/2019 0:38,Product 1,Component 5,,,99811,Update
SUCCESS,10/3/2019 0:26,10/3/2019 0:33,Product 1,Component 5,,,77983,Update
SUCCESS,10/3/2019 0:26,10/3/2019 0:32,Product 1,Component 5,,,24349,Update
CANCELLED,10/3/2019 0:26,10/3/2019 0:27,Product 1,Component 5,,,83264,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:39,Product 1,Component 5,,,99694,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:37,Product 1,Component 5,,,75841,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:34,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:38,Product 1,Component 5,,,22719,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:36,Product 1,Component 5,,,34494,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:38,Product 1,Component 5,,,21083,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:38,Product 1,Component 5,,,25971,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:39,Product 1,Component 5,,,85074,Update
CANCELLED,10/3/2019 0:25,10/3/2019 0:38,Product 1,Component 5,,,34494,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:37,Product 1,Component 5,,,99549,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:38,Product 1,Component 5,,,75841,Update
SUCCESS,10/3/2019 0:25,10/3/2019 0:35,Product 1,Component 5,,,77983,Update
SUCCESS,10/3/2019 0:24,10/3/2019 0:37,Product 1,Component 5,,,34494,Update
SUCCESS,10/3/2019 0:24,10/3/2019 0:36,Product 1,Component 5,,,99694,Update
SUCCESS,10/3/2019 0:24,10/3/2019 0:34,Product 1,Component 5,,,84180,Update
SUCCESS,10/3/2019 0:24,10/3/2019 0:38,Product 1,Component 5,,,99900,Update
